Gouvernorat,Price,rooms,Localisation,Description
Ariana,132000.0,4.0,Borj Louzir,"l'agence immobilière good life vous propose à la vente un appartement en s+3 situé au 3ème étage d'une résidence de 4 étages sans ascenseur à la cité behi ladgham, borj louzir ariana.cet appartement se compose d'un salon avec balcon, une cuisine avec séchoir, une salle de bain et trois chambres à coucher.l'appartement est doté dun titre foncier individuel.pour plus d'information, n'hésitez pas à contacter dorsaf nomane, courtier en immobilier, au 28 910 850 par tél ou whatsapp"
Ariana,690000.0,4.0,Cite Ennasr 2,"lagence immobilière good life vous propose à la vente un appartement s+3 à ennasr 2, au 6-ème étage dune résidence calme et sécurisée.avec une superficie totale de 186 m², il se compose de :-un hall-un salon spacieux qui ouvre sur une terrasse de 174 m² avec vue dégagée.-une cuisine équipée (four, plaque, hotte) avec séchoir.-une suite parentale avec balcon-une salle de bain-deux chambres avec dressingune place de parking est à disposition.pour une visite ou plus dinformation veuillez contacter le courtier en charge du dossier slim dhouib au :+216 28 910 851"
Tunis,180000.0,3.0,El Ouerdia,"a el ouardia  ameni immo met à la vente un appartement très propre.emplacement : ouardia - en face battoir.résidence propre, sécurisé, syndic actif.type appart : s+3.etage : 4éme étage.surface : 111 m carré.* détails :salon spacieuse + balcon.hall. 03 chambres à coucher avec placards.cuisine équipée + grand séchoir.salle de bain.salle d'eau.place de parking privé.- prix de vente : 180.000 dt à negocier.- titre de propriété individuel."
Ariana,150000.0,4.0,Cite Ennour Jaafar,"lagence immobilière good life  vous propose à la vente à nour jaafar ariana, un appartement s+3 au 3ème étage dune résidence r+4, surveillée avec des caméras et pas loin de technoparc el ghazela et de la faculté esprit.il se compose dun salon avec balcon, 3 chambres à coucher dont une avec dressing, une cuisine avec séchoir et une salle de bain.superficie habitable : 99 m²prix de vente : 150 000 dtnotre agence vous accompagnera dans toutes les étapes de l'achat.pour plus dinformation veuillez contacter notre conseiller en immobilier mr slim au numéro de téléphone ou sur whatsapp : 28910851"
Tunis,240000.0,4.0,El Menzah 4,a vendre un appartement à el menzah 4 1er étage sans ascenseur s+3  titre individuel
Ariana,160000.0,4.0,Borj Louzir,a vendre un appartement s + 3  en premier étage avec un bon placement à cité saha borj louzir ariana.surface 126 m2prix 160 milles dinars à discuter.pour plus d'informations contactez  24 772 413
Ariana,220000.0,3.0,Cite Ennasr 2,"a vendre un appartement s+2 aux mezzanine d'un immeuble bien situé sur l'avenue hedi nouira à ennasr proche de la poste. titre foncier individuel, 3 pièces, cuisine, salle d'eau et place parking au sous-sol."
Ariana,340000.0,1.0,Cite Ennasr 2,emplacement  cite ennasr.superficie  107 m².etage  2éme étage.typologie  s2.compositionsalon avec balcon.cuisine équipée de hotte plaque et four.deux chambres à coucher.salle de bain.chauffage central.climatisation  split-système.place de parking  sous-sol.prix  340 000 dinars.#réf  ref3438ales visites sont gratuites. 2 pieces.
Tunis,265000.0,2.0,El Aouina,"nous vous proposons à la vente un appartement s+2, situé à jardins l'aouina, dans une résidence sécurisée dotée de double ascenseurs. il se compose d'un salon lumineux, d'une cuisine entièrement équipée avec cuisinière et hotte, ainsi qu'un séchoir, de deux chambres à coucher, un dressing dans le couloir, ainsi que d'une salle de bain commune.l'appartement est également équipé de chauffage central dans toutes les pièces et de la climatisation.pour plus d'informations, n'hésitez pas à nous contacter au 25369776"
Tunis,250000.0,4.0,El Manar 1,"a vendre et à ne pas ratter un grand appartement s+3 à manar 1 en première étage avec une cuisine , une salle d'eau , une salle de bain..l'appartement contient un climatiseur et un chauffage centralsurface : 160 mètres carréesprix : 250 milles dinars( à discuter)pour plus d'informations contactez le numéro : 24 772 413"
Tunis,900000.0,4.0,Jardins de Carthage,"lagence immobilière good life vous propose à la vente un appartement s3 situé au rez-de-chaussée dune résidence r4 datant de 2015, aux jardins de carthage.l'appartement dispose d'un salon qui s'ouvre sur une terrasse donnant sur l'intérieur de l'immeuble. il comprend également une salle d'eau pour les invités, une cuisine avec séchoir, deux chambres avec dressing, ainsi qu'une suite parentale. la superficie totale est de 209,4 m² en brut, avec une terrasse de 39,15 m². il bénéficie également de deux places de parking et d'un cellier de 6,8 m².prix : 900 000 dt.pour une visite ou plus d'informations contacter votre courtier en immobilier chema sellami au 29924040."
Ariana,395000.0,3.0,La Soukra,"l'agence immobilière good life vous propose à la vente un s+2 à la soukra côté carrefour express.cet appartement de 143 m² au 7ème étage et dernier étage, se compose dun spacieux hall dentrée, dune cuisine équipée de plaque , hotte et four avec séchoir, dun salon/ salle à manger ouvrant sur une petite terrasse, dune salle deau pour les invités avec aération fenêtre, de deux chambres qui se partageant une salle de bain ainsi qu'une terrasse.lappartement dispose d'un chauffage central et de 4 climatiseurs.une place de parking est à disposition.pour une visite ou plus d'informations contacter votre courtier en immobilier myriam zahaf au 29924041."
Tunis,395000.0,2.0,Jardins de Carthage,"l'agence immobilière good life vous propose à la vente un appartement s+1 en rez-de-chaussée dans une résidence r+3 aux jardins de carthage, d'une superficie de 70 m² et jardin de 20 m², avec accès direct depuis le jardin ou l'intérieur de la résidence.l'appartement comprend un salon avec terrasse donnant sur le jardin, une cuisine indépendante, une chambre et une salle de bain. il dispose également du chauffage central, de la climatisation centrale et d'un système d'alarme.un abri pour voiture est à disposition.prix de vente : 395 000 dtpour une visite ou plus d'informations contacter votre courtier en immobilier chema sellami au 29924040."
Tunis,420000.0,4.0,El Menzah 9,"on met pour la #vente un bel et spacieux appartement de 150m² sis au 1er étage avec ascenseur dans une résidence près de toutes les commodités à #menzah9c.il se compose d'un spacieux salon avec balcon, une grande cuisine bien équipée avec séchoir, salle de bain, 3 chambres à coucher dont une suite parentale.disponibilité de chauffage central, 4 climatiseur, un cellier et une place de parking sous-solpour plus d'informations et de photos veuillez visiter notre page facebook l'intégrale immo ou contactez le 70 215 880 / 52 145 909 / 21 001 320"
Ariana,260000.0,4.0,Jardins d'el Menzah,"a vendre un appartement s+3 à cham nassim jardin menzeh 2 haut standingl'appartement est en deuxième étage , il contient deux chambres à coucher , cuisine équipée ,  climatiseur ,chauffage central..surface : 130 mètres carréesprix : 260 milles dinarspour plus d'information contactez le numéro : 24 772 413"
Tunis,260000.0,3.0,El Menzah 4,emplacement  menzah 4.superficie  80 m².etage  1er étage.typologie  s3.compositionsalon avec balcon.cuisine.trois chambres à coucher dont deux avec dressing.salle de bain.place de parking collectif.prix : 260 000 dinars.#réf : ref3444ales visites sont gratuites.
Tunis,990000.0,4.0,Berge Du Lac,"agence immobilière le carré 9 vous propose à la vente un luxueux appartement s+3 dune superficie de 232m² situé au 6ème étage dune résidence gardée et sécurisée aux berges du lac2.la partie jour se compose dun grand salon donnant sur un balcon, une cuisine installée et entièrement équipée avec un séchoir et une salle deau invités.la partie nuit loge une master suite avec sa propre salle de bain et un balcon, deux chambres à coucher et une salle de bain commune.lappartement est doté de la climatisation et du chauffage central.toutes les pièces sont équipées des dressings.une place de parking au sous-sol est disponible.pour plus d'informations veuillez nous contacter au 28177388 ou bien 23219610."
Tunis,675000.0,3.0,Ain Zaghouan,"agence immobilière le carré 9 vous propose à la vente un appartement s2 neuf direct promoteur dune superficie de 177.5m² situé au 3éme étage dune résidence gardée et sécurisée avec double ascenseurs et une piscine couverte collective chauffée à ain zaghouan nord.cet appartement se compose d'un grand salon donnant sur une terrasse, une cuisine équipée avec un séchoir, une suite parentale avec sa propre salle de douche et un balcon, une chambre à coucher et une salle de bain commune.il est doté du chauffage central, de la climatisation en split et des dressings dans toutes les pièces.une place de parking au sous-sol à 20mdtpour plus d'informations veuillez nous contacter au 28177388 ou 23219610."
Tunis,330000.0,4.0,El Aouina,"contacter notre conseiller en immobilier au : 58258423 56096179 70727279a vendre un appartement s plus 3 au 1ére étage avec ascenseur, lappartement compose dun grand salon avec balcon, 3 chambres à coucher avec dressing. une cuisine bien équipée avec les éléments (plaque, hotte et four) et séchoir. lappartement est équipé dun chauffage central, place de parking et un cellier au sous-sol."
Tunis,120000.0,2.0,El Aouina,"contacter notre conseillère en immobilier au 58258423 56096179 70727279a vendre un duplex s plus 1 au rdc dans une résidence bien gardée située au el aouina. il compose dun salon, kitchenette bien équipée avec les éléments (plaque, hotte) , chambre à coucher, une salle douche et salle deau."
Tunis,395000.0,4.0,El Manar 2,"en exclusivité .a vendre un appartement s+3 (vide) situé au 2éme étage d'une résidence r+3 avec ascenceur à el manar 3 , d'une superficie de prés de 123m²; composé dans sa partie jour d'un grand hall, d'un salon salle à manger avec grand balcon, une cuisine avec séchoir ,un debarras ,une salle d'eau invités, dans sa partie nuit 3 chambres à coucher dont l'une avec balcon, une salle de bain,l'appartement est muni du chauffage central, de climatiseurs  à split,d'un interphone et d'une place de parking privative au sous-sol .prix : 395 md .pour plus d'informations, veuillez contacter le 52 37 45 36."
Tunis,208000.0,2.0,Ain Zaghouan,"a vendre des appartements  luxueux s plus un / s plus deux direct prompteurs situés dans une résidence calme et paisible , elle bénéficie d'un emplacement stratégique  à proximité de toutes commodités sise à la nouvelle soukra l'aouina tunisdate de la remise des clés : mars 2026"
Tunis,700000.0,4.0,Marsa Safsaf,"369 univers.a.i, agence immobilière située à la marsa, vous propose à la vente en exclusivité un appartement à marsa ville.il est composé comme suit:- un salon, une cuisine avec séchoir, une salle d'eau invités, 4 chambres à coucher et une salle de bain commune avec séchoir.l'appartement est au 3éme étage, dans une résidence sur la route principale proche de tout commerces et commodités.superficie 116m²standing à retaper"
